Source,Target,Weight
3_608,S_614,3.37559E-08
3_608,Y_601,4.3902E-08
3_608,Y_602,4.4085E-10
3_608,Y_603,5.93152E-09
3_608,Y_604,9.28194E-09
3_608,Y_605,2.27867E-08
3_608,Y_606,8.02048E-09
3_608,Y_607,4.47524E-10
3_608,Y_608,9.34504E-09
3_608,Y_609,3.85976E-10
3_608,Y_610,8.5922E-12
3_608,Y_611,6.82603E-09
3_608,Y_612,7.03674E-10
3_608,Y_613,3.83435E-08
3_608,Y_614,6.59737E-10
3_608,5_601,1.31269E-08
3_608,5_602,1.05407E-08
3_608,5_603,1.62066E-08
3_608,5_604,1.76538E-09
3_608,5_605,2.10623E-09
3_608,5_606,3.85576E-09
3_608,5_607,3.22319E-09
3_608,5_608,1.87145E-08
3_608,5_609,3.14785E-08
3_608,5_610,1.82746E-08
3_608,5_611,1.12251E-08
3_608,5_612,8.7368E-09
3_608,5_613,2.30453E-11
3_608,5_614,6.40753E-09
3_608,6_601,5.76201E-09
3_608,6_602,3.91823E-10
3_608,6_603,1.60085E-09
3_608,6_604,4.21966E-09
3_608,6_605,1.17554E-09
3_608,6_606,9.17728E-09
3_608,6_607,4.48299E-09
3_608,6_608,8.55254E-09
3_608,6_609,3.42952E-09
3_608,6_610,3.71622E-10
3_608,6_611,1.51643E-09
3_608,6_612,1.07447E-09
3_608,6_613,2.48293E-09
3_608,6_614,2.31771E-09
3_608,7_601,4.2705E-09
3_608,7_602,1.12064E-08
3_608,7_603,3.67838E-09
3_608,7_604,3.65465E-09
3_608,7_605,9.32384E-09
3_608,7_606,7.93922E-11
3_608,7_607,4.57222E-09
3_608,7_608,2.1137E-09
3_608,7_609,1.04074E-08
3_608,7_610,9.26302E-09
3_608,7_611,1.10887E-08
3_608,7_612,9.16668E-09
3_608,7_613,1.2124E-08
3_608,7_614,1.64821E-08
3_608,8_601,4.5884E-11
3_608,8_602,3.77971E-09
3_608,8_603,6.43697E-10
3_608,8_604,2.7505E-08
3_608,8_606,3.51469E-08
3_608,8_607,7.05779E-09
3_608,8_608,1.02082E-08
3_608,8_609,1.65076E-09
3_608,8_610,5.24817E-09
3_608,8_611,4.5155E-10
3_608,8_612,9.23064E-11
3_608,a_405,1.56468E-07
3_608,a_406,7.22139E-07
3_608,a_407,1.48427E-07
3_608,a_410,5.94899E-08
3_608,b_602,3.7082E-08
3_608,b_603,1.30822E-07
3_608,b_604,3.52581E-09
3_608,b_605,1.07105E-07
3_608,b_606,1.45423E-07
3_608,b_607,1.17844E-07
3_608,b_608,1.05755E-08
3_608,b_609,1.05721E-07
3_608,b_610,1.26948E-08
3_608,b_611,4.19476E-10
3_608,b_612,2.81955E-07
3_608,b_613,1.28177E-07
3_608,b_614,1.18294E-07
3_608,b_615,4.39934E-07
3_608,b_616,1.99448E-07
3_608,b_617,2.50842E-09
3_608,c_501,5.85299E-07
3_608,c_502,3.85654E-07
3_608,c_503,2.71678E-08
3_608,c_504,3.43733E-07
3_608,c_505,3.04541E-07
3_608,c_506,1.49513E-06
3_608,c_507,2.33439E-07
3_608,c_508,1.42625E-08
3_608,c_509,6.73438E-07
3_608,c_510,3.47519E-07
3_608,c_511,1.19126E-09
3_608,c_512,8.14448E-08
3_608,c_513,2.84596E-07
3_608,d_402,4.26741E-07
3_608,d_403,4.15374E-08
3_608,g_601,7.91501E-06
3_608,g_602,1.27355E-05
3_608,g_603,2.8142E-06
3_608,g_604,2.49862E-08
3_608,g_605,3.99047E-06
3_608,g_606,2.67634E-06
3_608,g_607,5.16738E-06
3_608,g_608,5.53666E-06
3_608,g_609,7.43935E-06
3_608,g_610,1.16561E-05
3_608,g_611,3.51488E-05
3_608,g_612,2.30172E-05
3_608,g_613,9.65304E-06
3_608,g_614,6.1446E-06
3_608,n_601,2.83371E-07
3_608,n_602,8.44022E-08
3_608,n_603,8.02087E-08
3_608,n_604,1.13463E-06
3_608,n_605,1.00133E-07
3_608,n_606,1.70149E-06
3_608,n_607,1.00836E-06
3_608,n_608,1.09978E-06
3_608,n_609,2.79065E-07
3_608,n_610,2.71426E-08
3_608,n_611,1.22945E-08
3_608,n_612,3.12224E-08
3_608,n_613,4.03738E-07
3_608,n_614,1.58873E-06
3_608,r_601,2.35658E-08
3_608,r_602,1.66283E-08
3_608,r_603,1.30336E-08
3_608,r_604,4.93193E-08
3_608,r_606,5.96214E-08
3_608,r_607,9.0505E-09
3_608,r_608,1.17386E-08
3_608,r_609,6.84157E-09
3_608,r_610,1.36591E-08
3_608,r_611,2.13312E-09
3_608,r_612,3.1405E-11
3_608,r_613,7.64622E-09
3_608,r_614,5.52425E-08
3_608,r_616,5.64561E-08
3_608,s_601,3.11437E-08
3_608,s_602,9.54179E-08
3_608,s_603,9.60943E-10
3_608,s_604,9.09393E-08
3_608,s_606,1.00566E-09
3_608,s_607,9.18833E-08
3_608,s_608,5.46235E-10
3_608,s_609,4.02983E-08
3_608,s_610,7.40398E-08
3_608,s_611,2.24848E-08
3_608,s_612,5.56308E-08
3_608,s_613,3.36191E-07
3_608,s_614,1.56548E-07
3_608,y_601,3.8337E-06
3_608,y_602,3.56375E-06
3_608,y_603,8.82009E-06
3_608,y_604,2.01399E-06
3_608,y_605,1.26052E-07
3_608,y_606,5.63377E-07
3_608,y_607,2.98366E-07
3_608,y_608,1.57792E-05
3_608,y_609,2.26733E-05
3_608,y_610,8.5889E-06
3_608,y_611,3.19849E-06
3_608,y_612,2.17557E-06
3_608,y_613,2.64663E-07
3_608,y_614,1.12624E-06
3_609,1_601,0.000719707
3_609,1_602,0.002150578
3_609,1_603,0.002355211
3_609,1_604,0.000454955
3_609,1_605,3.34062E-05
3_609,1_606,0.000857886
3_609,1_607,0.000623859
3_609,1_608,0.000125112
3_609,1_609,9.92361E-05
3_609,1_610,0.000168503
3_609,1_611,0.000191487
3_609,1_612,0.000115165
3_609,1_613,6.88184E-06
3_609,1_614,6.53811E-05
3_609,2_601,1.24046792
3_609,2_602,0.052485652
3_609,2_603,7.83746E-05
3_609,2_604,2.13935E-05
3_609,2_605,5.9311E-05
3_609,2_606,7.3636E-06
3_609,2_607,1.42404E-05
3_609,2_608,9.01077E-05
3_609,2_609,0.000155019
3_609,2_610,0.002269091
3_609,2_611,0.009410647
3_609,2_612,0.003162844
3_609,2_613,0.010164512
3_609,2_614,0.009107818
3_609,3_601,0.012672846
3_609,3_602,0.163266285
3_609,3_603,3.469605218
3_609,3_604,0.027879239
3_609,3_605,0.00018618
3_609,3_606,0.00055183
3_609,3_607,0.142848416
3_609,3_608,0.988648349
3_609,3_610,0.001675841
3_609,3_611,0.007667449
3_609,3_612,0.003882388
3_609,3_613,0.003426294
3_609,3_614,0.002138043
3_609,4_601,4.6986E-05
3_609,4_602,3.99822E-05
3_609,4_603,6.84404E-05
3_609,4_604,2.95019E-06
3_609,4_606,0.00022713
3_609,4_607,4.3912E-07
3_609,4_608,0.000795681
3_609,4_609,6.52694E-05
3_609,4_610,0.000246103
3_609,4_611,8.72407E-05
3_609,4_612,0.000156168
3_609,A_405,1.14722E-06
3_609,A_406,6.32295E-07
3_609,A_407,1.61169E-06
3_609,A_410,7.67578E-09
3_609,B_602,1.03257E-07
3_609,B_603,8.19211E-06
3_609,B_604,1.84996E-06
3_609,B_605,3.79218E-06
3_609,B_606,3.9807E-06
3_609,B_607,3.49529E-07
3_609,B_608,1.63247E-06
3_609,B_609,5.76489E-06
3_609,B_610,5.25789E-06
3_609,B_611,4.32533E-08
3_609,B_612,2.64319E-06
3_609,B_613,4.11555E-06
3_609,B_614,2.34802E-06
3_609,B_615,1.87072E-06
3_609,B_616,7.3736E-06
3_609,B_617,3.25467E-07
3_609,C_501,4.57841E-08
3_609,C_502,1.13982E-07
3_609,C_503,2.76665E-07
3_609,C_504,1.72716E-10
3_609,C_505,3.07319E-07
3_609,C_506,7.41551E-08
3_609,C_507,8.03116E-08
3_609,C_508,5.09239E-07
3_609,C_509,7.65527E-08
3_609,C_510,6.05183E-08
3_609,C_511,1.80649E-07
3_609,C_512,2.61011E-07
3_609,C_513,5.45379E-08
3_609,D_402,8.1637E-07
3_609,D_403,4.93278E-07
3_609,G_601,6.27707E-08
3_609,G_602,8.40605E-09
3_609,G_603,2.12012E-08
3_609,G_604,9.10322E-09
3_609,G_605,3.4418E-09
3_609,G_606,3.06376E-08
3_609,G_607,2.0885E-08
3_609,G_608,3.47215E-08
3_609,G_609,2.97846E-08
3_609,G_610,7.27927E-09
3_609,G_611,1.34383E-08
3_609,G_612,1.21351E-08
3_609,G_613,9.61429E-09
3_609,G_614,2.97087E-09
3_609,N_601,2.59343E-08
3_609,N_602,4.12917E-08
3_609,N_603,4.29364E-08
3_609,N_604,1.56519E-08
3_609,N_605,1.78799E-08
3_609,N_606,2.08467E-10
3_609,N_607,1.14635E-08
3_609,N_608,2.52236E-08
3_609,N_609,9.68861E-08
3_609,N_610,4.25145E-08
3_609,N_611,2.61037E-08
3_609,N_612,1.83769E-08
3_609,N_613,3.00784E-09
3_609,N_614,2.15986E-08
3_609,R_601,0.000186325
3_609,R_602,6.89074E-05
3_609,R_603,2.72558E-05
3_609,R_604,5.54463E-06
3_609,R_606,6.11832E-06
3_609,R_607,2.57892E-05
3_609,R_608,2.8072E-05
3_609,R_609,3.32582E-05
3_609,R_610,0.000141829
3_609,R_611,0.000319033
3_609,R_612,0.000216571
3_609,R_613,0.000138268
3_609,R_614,0.000476703
3_609,R_616,1.55434E-05
3_609,S_601,2.32054E-07
3_609,S_602,1.05827E-07
3_609,S_603,6.00342E-08
3_609,S_604,1.16248E-09
3_609,S_606,1.80526E-08
3_609,S_607,4.80289E-08
3_609,S_608,5.55829E-08
3_609,S_609,6.25862E-08
3_609,S_610,6.92338E-08
3_609,S_611,1.48991E-07
3_609,S_612,8.26492E-08
3_609,S_613,7.7148E-09
3_609,S_614,2.17906E-08
3_609,Y_601,1.00508E-08
3_609,Y_602,1.97879E-08
3_609,Y_603,2.05798E-09
3_609,Y_604,3.99795E-08
3_609,Y_605,4.76108E-08
3_609,Y_606,8.75053E-09
3_609,Y_607,4.70492E-09
3_609,Y_608,9.22586E-10
3_609,Y_609,1.56416E-08
3_609,Y_610,3.13504E-08
3_609,Y_611,6.91787E-09
3_609,Y_612,4.31575E-09
3_609,Y_613,6.93226E-08
3_609,Y_614,5.01496E-08
3_609,5_601,2.95135E-08
3_609,5_602,1.65682E-08
3_609,5_603,2.13567E-08
3_609,5_604,1.33262E-09
3_609,5_605,7.34619E-09
3_609,5_606,3.14536E-08
3_609,5_607,1.44057E-08
3_609,5_608,5.86726E-08
3_609,5_609,4.83811E-08
3_609,5_610,2.18385E-08
3_609,5_611,2.27769E-08
3_609,5_612,2.20627E-08
3_609,5_613,1.21045E-09
3_609,5_614,2.65644E-09
3_609,6_601,2.67565E-09
3_609,6_602,9.69212E-10
3_609,6_603,4.0389E-10
3_609,6_604,8.62401E-09
3_609,6_605,1.34795E-10
3_609,6_606,1.01314E-08
3_609,6_607,9.75858E-10
3_609,6_608,6.26143E-09
3_609,6_609,2.34306E-10
3_609,6_610,4.41289E-11
3_609,6_611,7.94855E-11
3_609,6_612,2.10846E-11
3_609,6_613,9.25275E-09
3_609,6_614,7.77646E-09
3_609,7_601,2.80704E-08
3_609,7_602,2.4499E-08
3_609,7_603,1.72403E-08
3_609,7_604,5.47048E-09
3_609,7_605,1.09314E-08
3_609,7_606,1.48532E-09
3_609,7_607,8.9742E-09
3_609,7_608,1.04076E-08
3_609,7_609,2.91397E-08
3_609,7_610,2.67044E-08
3_609,7_611,3.5568E-08
3_609,7_612,1.78642E-08
3_609,7_613,6.96676E-09
3_609,7_614,3.36061E-08
3_609,8_601,4.21686E-09
3_609,8_602,2.30898E-08
3_609,8_603,9.94926E-09
3_609,8_604,3.60857E-08
3_609,8_606,2.5141E-08
3_609,8_607,6.39201E-13
3_609,8_608,6.74603E-10
3_609,8_609,2.44325E-08
3_609,8_610,1.81313E-08
3_609,8_611,7.95426E-09
3_609,8_612,3.32739E-09
3_609,a_405,2.6786E-07
3_609,a_406,9.91632E-07
3_609,a_407,2.75038E-07
3_609,a_410,4.21683E-08
3_609,b_602,7.2599E-08
3_609,b_603,1.79142E-07
3_609,b_604,1.72637E-08
3_609,b_605,3.55183E-07
3_609,b_606,2.38353E-07
3_609,b_607,1.03677E-07
3_609,b_608,1.83439E-07
3_609,b_609,1.13241E-07
3_609,b_610,8.63366E-08
3_609,b_611,7.7656E-09
3_609,b_612,2.61798E-07
3_609,b_613,3.86381E-07
3_609,b_614,3.78215E-07
3_609,b_615,5.28839E-07
3_609,b_616,2.70023E-07
3_609,b_617,2.92516E-08
3_609,c_501,1.065E-06
3_609,c_502,6.06876E-07
3_609,c_503,5.12953E-10
3_609,c_504,5.79209E-07
3_609,c_505,9.19155E-08
3_609,c_506,1.72667E-06
3_609,c_507,7.1687E-07
3_609,c_508,1.55335E-11
3_609,c_509,8.60864E-07
3_609,c_510,5.70481E-07
3_609,c_511,4.566E-09
3_609,c_512,1.68033E-08
3_609,c_513,5.35669E-07
3_609,d_402,5.43579E-07
3_609,d_403,5.80075E-08
3_609,g_601,2.27393E-05
3_609,g_602,1.53705E-05
3_609,g_603,6.46429E-06
3_609,g_604,2.00981E-07
3_609,g_605,2.24423E-06
3_609,g_606,4.52595E-06
3_609,g_607,5.95008E-06
3_609,g_608,8.01873E-06
3_609,g_609,1.00905E-05
3_609,g_610,1.5793E-05
3_609,g_611,6.2077E-05
3_609,g_612,3.0057E-05
3_609,g_613,7.08548E-06
3_609,g_614,1.94365E-05
3_609,n_601,8.55247E-09
3_609,n_602,7.60969E-07
3_609,n_603,2.77062E-09
3_609,n_604,1.20314E-06
3_609,n_605,1.06564E-10
3_609,n_606,1.33483E-06
3_609,n_607,3.63896E-07
3_609,n_608,5.38246E-07
3_609,n_609,7.70017E-09
3_609,n_610,1.60251E-07
3_609,n_611,2.64577E-07
3_609,n_612,5.42955E-08
3_609,n_613,9.08224E-07
3_609,n_614,1.95203E-06
3_609,r_601,6.93121E-08
3_609,r_602,7.0898E-08
3_609,r_603,5.4446E-08
3_609,r_604,6.54066E-08
3_609,r_606,2.87484E-08
3_609,r_607,1.37217E-09
3_609,r_608,1.96107E-09
3_609,r_609,6.30138E-08
3_609,r_610,4.73731E-08
3_609,r_611,2.37229E-08
3_609,r_612,1.35815E-08
3_609,r_613,1.67809E-08
3_609,r_614,9.53802E-08
3_609,r_616,1.54441E-07
3_609,s_601,1.18308E-09
3_609,s_602,1.75116E-07
3_609,s_603,4.18784E-08
3_609,s_604,1.53511E-07
3_609,s_606,1.33018E-11
3_609,s_607,1.09329E-07
3_609,s_608,2.33372E-08
3_609,s_609,1.25695E-07
3_609,s_610,2.49743E-07
3_609,s_611,1.35578E-07
3_609,s_612,1.19187E-07
3_609,s_613,3.10891E-07
3_609,s_614,3.6083E-07
3_609,y_601,5.20847E-06
3_609,y_602,4.30806E-06
3_609,y_603,1.00437E-05
3_609,y_604,5.25215E-07
3_609,y_605,1.20799E-06
3_609,y_606,7.06388E-06
3_609,y_607,2.99755E-06
3_609,y_608,3.25038E-05
3_609,y_609,3.14273E-05
3_609,y_610,9.11054E-06
3_609,y_611,4.23172E-06
3_609,y_612,4.57486E-06
3_609,y_613,4.58166E-07
3_609,y_614,7.32553E-07
3_610,1_601,6.09075E-06
3_610,1_602,0.000857782
3_610,1_603,0.004451668
3_610,1_604,0.000348074
3_610,1_605,7.7039E-10
3_610,1_606,6.2218E-06
3_610,1_607,1.71881E-06
3_610,1_608,1.04655E-05
3_610,1_609,0.000237201
3_610,1_610,0.000452986
3_610,1_611,0.000165581
3_610,1_612,0.000291956
3_610,1_613,4.73443E-06
3_610,1_614,2.31825E-06
3_610,2_601,0.000735364
3_610,2_602,0.008271425
3_610,2_603,0.000546578
3_610,2_604,9.43322E-06
3_610,2_605,2.11232E-06
3_610,2_606,1.30322E-06
3_610,2_607,6.60219E-06
3_610,2_608,9.25826E-06
3_610,2_609,1.58109E-05
3_610,2_610,0.00043595
3_610,2_611,0.001736478
3_610,2_612,0.001029801
3_610,2_613,0.00122982
3_610,2_614,0.000347155
3_610,3_601,0.001601047
3_610,3_602,0.090362733
3_610,3_603,0.152719635
3_610,3_604,0.011764078
3_610,3_605,0.000120709
3_610,3_606,0.000448959
3_610,3_607,2.24835E-05
3_610,3_608,0.153891911
3_610,3_609,0.000193567
3_610,3_611,0.649423586
3_610,3_612,0.344665775
3_610,3_613,0.050126632
3_610,3_614,0.003429502
3_610,4_601,1.05082E-05
3_610,4_602,0.001104807
3_610,4_603,0.001345037
3_610,4_604,4.47739E-05
3_610,4_606,5.20592E-05
3_610,4_607,1.03762E-06
3_610,4_608,0.000879366
3_610,4_609,2.26165E-05
3_610,4_610,0.012785294
3_610,4_611,0.001072111
3_610,4_612,0.004794917
3_610,A_405,8.60996E-06
3_610,A_406,5.89064E-06
3_610,A_407,1.40986E-05
3_610,A_410,1.08423E-08
3_610,B_602,9.19382E-06
3_610,B_603,7.53007E-05
3_610,B_604,3.02791E-05
3_610,B_605,3.67256E-05
3_610,B_606,1.88869E-05
3_610,B_607,1.99815E-08
3_610,B_608,1.50637E-05
3_610,B_609,4.20372E-05
3_610,B_610,6.22308E-05
3_610,B_611,2.08332E-06
3_610,B_612,1.79791E-05
3_610,B_613,3.54668E-05
3_610,B_614,2.40136E-05
3_610,B_615,1.35133E-05
3_610,B_616,4.37732E-05
3_610,B_617,5.7254E-08
3_610,C_501,1.25843E-07
3_610,C_502,9.94433E-07
3_610,C_503,2.0967E-06
3_610,C_504,6.50207E-08
3_610,C_505,2.34547E-06
3_610,C_506,6.59893E-07
3_610,C_507,4.99935E-07
3_610,C_508,2.87307E-06
3_610,C_509,6.92469E-07
3_610,C_510,4.79497E-07
3_610,C_511,5.91127E-07
3_610,C_512,1.68149E-06
3_610,C_513,3.91161E-07
3_610,D_402,8.55798E-06
3_610,D_403,8.27996E-07
3_610,G_601,6.78285E-09
3_610,G_602,1.85407E-08
3_610,G_603,1.2414E-07
3_610,G_604,3.56933E-08
3_610,G_605,4.60774E-11
3_610,G_606,2.75381E-09
3_610,G_607,1.29596E-09
3_610,G_608,3.0951E-09
3_610,G_609,2.88649E-09
3_610,G_610,3.77164E-08
3_610,G_611,5.06886E-08
3_610,G_612,3.17445E-08
3_610,G_613,1.01841E-07
3_610,G_614,1.44058E-08
3_610,N_601,3.36227E-09
3_610,N_602,2.54787E-07
3_610,N_603,2.08236E-07
3_610,N_604,3.48584E-08
3_610,N_605,5.64348E-09
3_610,N_606,9.72046E-10
3_610,N_607,3.95188E-09
3_610,N_608,5.42173E-09
3_610,N_609,1.36884E-08
3_610,N_610,1.94434E-07
3_610,N_611,1.45413E-07
3_610,N_612,1.50902E-07
3_610,N_613,2.82027E-08
3_610,N_614,8.31196E-08
3_610,R_601,0.006124681
3_610,R_602,0.001086723
3_610,R_603,0.000441997
3_610,R_604,1.20712E-06
3_610,R_606,2.43403E-06
3_610,R_607,5.64886E-06
3_610,R_608,6.69862E-06
3_610,R_609,0.000323978
3_610,R_610,0.001178084
3_610,R_611,0.010173733
3_610,R_612,0.00282366
3_610,R_613,0.001312237
3_610,R_614,0.000102976
3_610,R_616,8.64828E-05
3_610,S_601,3.69411E-08
3_610,S_602,4.97785E-07
3_610,S_603,4.64579E-07
3_610,S_604,2.14063E-08
3_610,S_606,1.34175E-09
3_610,S_607,3.68818E-09
3_610,S_608,6.19701E-09
3_610,S_609,3.70331E-07
3_610,S_610,4.66414E-07
3_610,S_611,8.93922E-07
3_610,S_612,3.62883E-07
3_610,S_613,3.16409E-10
3_610,S_614,1.70857E-07
3_610,Y_601,4.93794E-10
3_610,Y_602,1.05036E-07
3_610,Y_603,4.21792E-08
3_610,Y_604,3.15805E-07
3_610,Y_605,4.06667E-09
3_610,Y_606,1.62375E-09
3_610,Y_607,2.04202E-10
3_610,Y_608,8.93079E-11
3_610,Y_609,2.73244E-09
3_610,Y_610,2.76576E-07
3_610,Y_611,7.856E-08
3_610,Y_612,1.83806E-08
3_610,Y_613,2.91027E-07
3_610,Y_614,4.73909E-07
3_610,5_601,2.90143E-09
3_610,5_602,7.65865E-08
3_610,5_603,7.31049E-08
3_610,5_604,2.87599E-08
3_610,5_605,1.64802E-09
3_610,5_606,5.31184E-09
3_610,5_607,2.56614E-09
3_610,5_608,7.52593E-09
3_610,5_609,4.70623E-09
3_610,5_610,7.24431E-08
3_610,5_611,1.02604E-07
3_610,5_612,1.22152E-07
3_610,5_613,3.54154E-09
3_610,5_614,3.75794E-09
3_610,6_601,1.40845E-10
3_610,6_602,1.17655E-08
3_610,6_603,1.5783E-09
3_610,6_604,3.03762E-08
3_610,6_605,1.79995E-10
3_610,6_606,6.17815E-10
3_610,6_607,9.05062E-13
3_610,6_608,3.38586E-10
3_610,6_609,2.9466E-13
3_610,6_610,3.08173E-10
3_610,6_611,6.25707E-11
3_610,6_612,3.11044E-09
3_610,6_613,5.77462E-08
3_610,6_614,3.29617E-08
3_610,7_601,3.64294E-09
3_610,7_602,9.86046E-08
3_610,7_603,1.0158E-07
3_610,7_604,3.11845E-08
3_610,7_605,6.0883E-10
3_610,7_606,1.003E-10
3_610,7_607,5.95221E-10
3_610,7_608,1.06923E-09
3_610,7_609,3.08301E-09
3_610,7_610,1.38936E-07
3_610,7_611,1.81786E-07
3_610,7_612,6.25252E-08
3_610,7_613,1.02441E-08
3_610,7_614,1.78141E-07
3_610,8_601,8.08884E-10
3_610,8_602,1.54303E-07
3_610,8_603,6.3713E-08
3_610,8_604,1.21574E-07
3_610,8_606,1.20649E-09
3_610,8_607,4.42126E-10
3_610,8_608,4.93181E-11
3_610,8_609,3.95809E-09
3_610,8_610,8.47547E-08
3_610,8_611,5.62224E-08
3_610,8_612,3.96108E-08
3_610,a_405,1.24816E-06
3_610,a_406,4.13049E-06
3_610,a_407,1.37934E-06
3_610,a_410,1.42362E-06
3_610,b_602,3.11068E-07
3_610,b_603,7.36534E-07
3_610,b_604,2.79047E-07
3_610,b_605,2.36378E-06
3_610,b_606,1.27427E-06
3_610,b_607,3.4168E-07
3_610,b_608,1.77819E-06
3_610,b_609,4.3672E-07
3_610,b_610,6.96012E-07
3_610,b_611,7.8303E-08
3_610,b_612,8.56743E-07
3_610,b_613,2.53277E-06
3_610,b_614,2.50077E-06
3_610,b_615,2.2156E-06
3_610,b_616,1.19193E-06
3_610,b_617,3.51231E-07
3_610,c_501,4.61652E-06
3_610,c_502,2.39524E-06
3_610,c_503,1.61426E-07
3_610,c_504,2.43611E-06
3_610,c_505,5.34251E-09
3_610,c_506,4.78898E-06
3_610,c_507,4.54402E-06
3_610,c_508,6.08274E-08
3_610,c_509,2.89697E-06
3_610,c_510,2.38791E-06
3_610,c_511,3.61291E-08
3_610,c_512,1.69586E-08
3_610,c_513,2.36227E-06
3_610,d_402,2.10433E-06
3_610,d_403,1.95565E-07
3_610,g_601,2.96086E-06
3_610,g_602,2.526E-05
3_610,g_603,1.99741E-05
3_610,g_604,9.1345E-07
3_610,g_605,9.56353E-09
3_610,g_606,1.88705E-07
3_610,g_607,1.82146E-07
3_610,g_608,2.93867E-07
3_610,g_609,4.0435E-07
3_610,g_610,1.96336E-05
3_610,g_611,0.000119782
3_610,g_612,3.38636E-05
3_610,g_613,8.47768E-07
3_610,g_614,3.59916E-05
3_610,n_601,3.27617E-08
3_610,n_602,5.03915E-06
3_610,n_603,3.0234E-07
3_610,n_604,2.27156E-06
3_610,n_605,9.65748E-09
3_610,n_606,3.62913E-08
3_610,n_607,2.40303E-11
3_610,n_608,3.03422E-09
3_610,n_609,1.83626E-08
3_610,n_610,9.05604E-07
3_610,n_611,1.64636E-06
3_610,n_612,1.06151E-06
3_610,n_613,3.04993E-06
3_610,n_614,3.40976E-06
3_610,r_601,3.8329E-07
3_610,r_602,4.51955E-07
3_610,r_603,3.00754E-07
3_610,r_604,2.3804E-07
3_610,r_606,8.87393E-10
3_610,r_607,1.98732E-09
3_610,r_608,1.62334E-09
3_610,r_609,4.57552E-07
3_610,r_610,2.34454E-07
3_610,r_611,1.61883E-07
3_610,r_612,1.351E-07
3_610,r_613,1.1412E-07
3_610,r_614,9.10755E-09
3_610,r_616,9.66639E-07
3_610,s_601,4.36846E-09
3_610,s_602,6.39767E-07
3_610,s_603,3.61266E-07
3_610,s_604,5.99546E-07
3_610,s_606,6.88036E-12
3_610,s_607,5.08149E-09
3_610,s_608,4.98077E-09
3_610,s_609,5.78276E-07
3_610,s_610,1.31023E-06
3_610,s_611,9.44148E-07
3_610,s_612,4.79702E-07
3_610,s_613,6.24135E-07
3_610,s_614,1.70686E-06
3_610,y_601,3.50546E-07
3_610,y_602,8.31794E-06
3_610,y_603,1.7706E-05
3_610,y_604,1.05699E-06
3_610,y_605,6.32998E-08
3_610,y_606,1.39839E-06
3_610,y_607,3.38891E-07
3_610,y_608,3.50565E-06
3_610,y_609,1.4521E-06
3_610,y_610,2.06905E-05
3_610,y_611,1.2798E-05
3_610,y_612,2.01934E-05
3_610,y_613,2.43279E-06
3_610,y_614,4.80375E-07
3_611,1_601,5.76309E-07
3_611,1_602,9.67316E-05
3_611,1_603,7.58873E-05
3_611,1_604,7.62365E-05
3_611,1_605,1.07266E-05
3_611,1_606,1.45088E-05
3_611,1_607,2.93646E-05
3_611,1_608,0.000308056
3_611,1_609,0.001358499
3_611,1_610,0.001398595
3_611,1_611,9.40582E-05
3_611,1_612,0.000336593
3_611,1_613,0.000242568
3_611,1_614,7.69119E-05
3_611,2_601,3.29074E-05
3_611,2_602,0.000414109
3_611,2_603,0.001480677
3_611,2_604,8.41525E-05
3_611,2_605,1.44258E-06
3_611,2_606,5.12162E-06
3_611,2_607,1.4819E-05
3_611,2_608,8.45854E-06
3_611,2_609,2.41347E-05
3_611,2_610,0.000146794
3_611,2_611,0.000101935
3_611,2_612,8.55698E-05
3_611,2_613,9.06525E-05
3_611,2_614,0.000575611
3_611,3_601,0.029456766
3_611,3_602,0.047993413
3_611,3_603,0.007806067
3_611,3_604,0.011929025
3_611,3_605,8.83051E-05
3_611,3_606,0.000297976
3_611,3_607,0.000361896
3_611,3_608,0.000856519
3_611,3_609,0.000885626
3_611,3_610,0.649423586
3_611,3_612,18.78429165
3_611,3_613,0.033618917
3_611,3_614,0.008715015
3_611,4_601,1.41033E-06
3_611,4_602,0.000393464
3_611,4_603,0.00138251
3_611,4_604,0.003150251
3_611,4_606,9.61547E-06
3_611,4_607,7.42498E-06
3_611,4_608,0.000332105
3_611,4_609,0.000360857
3_611,4_610,0.000149544
3_611,4_611,0.000274206
3_611,4_612,0.000683095
3_611,A_405,1.07799E-05
3_611,A_406,5.62353E-06
3_611,A_407,1.31874E-05
3_611,A_410,1.84824E-08
3_611,B_602,9.22048E-05
3_611,B_603,0.00015867
3_611,B_604,4.0788E-05
3_611,B_605,6.31064E-05
3_611,B_606,9.24296E-05
3_611,B_607,1.83838E-06
3_611,B_608,2.3412E-05
3_611,B_609,0.00014825
3_611,B_610,0.000147093
3_611,B_611,1.24612E-05
3_611,B_612,5.89782E-05
3_611,B_613,8.5476E-05
3_611,B_614,3.86176E-05
3_611,B_615,3.52427E-05
3_611,B_616,0.000229654
3_611,B_617,9.1616E-06
3_611,C_501,7.72121E-07
3_611,C_502,2.11011E-07
3_611,C_503,1.69064E-06
3_611,C_504,4.94108E-07
3_611,C_505,2.93912E-06
3_611,C_506,2.39814E-07
3_611,C_507,1.20517E-06
3_611,C_508,4.68901E-06
3_611,C_509,7.16868E-08
3_611,C_510,1.05926E-08
3_611,C_511,1.11028E-06
3_611,C_512,1.48025E-06
3_611,C_513,8.99735E-07
3_611,D_402,7.05281E-06
3_611,D_403,3.09948E-05
3_611,G_601,1.12722E-08
