Source,Target,Weight
B_613,b_614,0.001316126
B_613,b_615,0.002640587
B_613,b_616,0.000294655
B_613,b_617,0.000125266
B_613,c_501,1.50471E-05
B_613,c_502,1.06732E-06
B_613,c_503,3.50314E-05
B_613,c_504,1.87081E-05
B_613,c_505,0.000365625
B_613,c_506,4.56858E-05
B_613,c_507,5.90875E-05
B_613,c_508,0.000127018
B_613,c_509,2.01128E-07
B_613,c_510,2.60199E-06
B_613,c_511,5.54073E-06
B_613,c_512,3.87219E-05
B_613,c_513,9.15576E-06
B_613,d_402,0.000176245
B_613,d_403,3.40361E-05
B_613,g_601,2.86513E-05
B_613,g_602,1.58614E-05
B_613,g_603,3.87786E-06
B_613,g_604,1.00721E-07
B_613,g_605,1.25949E-06
B_613,g_606,4.42804E-07
B_613,g_607,1.98644E-06
B_613,g_608,1.75163E-06
B_613,g_609,4.02331E-06
B_613,g_610,6.40108E-06
B_613,g_611,2.32867E-05
B_613,g_612,1.05787E-05
B_613,g_613,4.17205E-06
B_613,g_614,5.46702E-06
B_613,n_601,1.27816E-06
B_613,n_602,2.79535E-07
B_613,n_603,2.95549E-06
B_613,n_604,8.30896E-07
B_613,n_605,1.94714E-06
B_613,n_606,4.5636E-06
B_613,n_607,4.05309E-06
B_613,n_608,7.24434E-06
B_613,n_609,7.49464E-06
B_613,n_610,1.21486E-06
B_613,n_611,6.66987E-07
B_613,n_612,1.33403E-06
B_613,n_613,8.32912E-07
B_613,n_614,6.15721E-07
B_613,r_601,1.50766E-05
B_613,r_602,2.18443E-05
B_613,r_603,1.61845E-05
B_613,r_604,1.58523E-05
B_613,r_606,2.95484E-07
B_613,r_607,5.07115E-09
B_613,r_608,1.47513E-10
B_613,r_609,1.94249E-05
B_613,r_610,5.91181E-06
B_613,r_611,4.06611E-06
B_613,r_612,2.9479E-06
B_613,r_613,4.37574E-06
B_613,r_614,3.54217E-07
B_613,r_616,0.000100905
B_613,s_601,3.72593E-07
B_613,s_602,3.05999E-06
B_613,s_603,3.00389E-06
B_613,s_604,9.58499E-08
B_613,s_606,2.72636E-08
B_613,s_607,2.26044E-08
B_613,s_608,6.60446E-08
B_613,s_609,1.96402E-06
B_613,s_610,2.73034E-06
B_613,s_611,1.09934E-05
B_613,s_612,3.71358E-06
B_613,s_613,2.81986E-08
B_613,s_614,1.42645E-06
B_613,y_601,9.80194E-06
B_613,y_602,2.32201E-05
B_613,y_603,3.0732E-05
B_613,y_604,1.28266E-06
B_613,y_605,1.00301E-05
B_613,y_606,2.58561E-05
B_613,y_607,4.93814E-06
B_613,y_608,0.0001082
B_613,y_609,3.71303E-05
B_613,y_610,0.0001055
B_613,y_611,4.36139E-05
B_613,y_612,4.78208E-05
B_613,y_613,1.6424E-06
B_613,y_614,2.79469E-05
B_614,1_601,3.07457E-06
B_614,1_602,1.10304E-05
B_614,1_603,1.19489E-05
B_614,1_604,1.45594E-06
B_614,1_605,3.19991E-05
B_614,1_606,1.15121E-05
B_614,1_607,1.36132E-05
B_614,1_608,2.02208E-05
B_614,1_609,3.3677E-05
B_614,1_610,8.97524E-06
B_614,1_611,4.74042E-06
B_614,1_612,8.24065E-06
B_614,1_613,7.8353E-07
B_614,1_614,3.28863E-06
B_614,2_601,1.6559E-06
B_614,2_602,3.74039E-09
B_614,2_603,2.33159E-06
B_614,2_604,1.16615E-06
B_614,2_605,1.88946E-08
B_614,2_606,1.60087E-06
B_614,2_607,4.90689E-07
B_614,2_608,1.50322E-06
B_614,2_609,1.37987E-06
B_614,2_610,4.08107E-07
B_614,2_611,2.95859E-07
B_614,2_612,8.62976E-09
B_614,2_613,4.26249E-06
B_614,2_614,1.63741E-06
B_614,3_601,4.7599E-06
B_614,3_602,8.94141E-06
B_614,3_603,9.38109E-06
B_614,3_604,8.15108E-06
B_614,3_605,3.06615E-06
B_614,3_606,2.23363E-08
B_614,3_607,1.72584E-06
B_614,3_608,1.66726E-06
B_614,3_609,7.88213E-06
B_614,3_610,2.40136E-05
B_614,3_611,3.86176E-05
B_614,3_612,9.93056E-06
B_614,3_613,1.17199E-05
B_614,3_614,9.30283E-05
B_614,4_601,5.94364E-07
B_614,4_602,9.7568E-05
B_614,4_603,8.97618E-05
B_614,4_604,5.99596E-05
B_614,4_606,9.74085E-07
B_614,4_607,2.42115E-07
B_614,4_608,5.57084E-08
B_614,4_609,4.52572E-06
B_614,4_610,2.70365E-05
B_614,4_611,1.96705E-05
B_614,4_612,1.57101E-05
B_614,A_405,0.001281
B_614,A_406,0.00104786
B_614,A_407,0.002772964
B_614,A_410,1.0145E-05
B_614,B_602,0.006082062
B_614,B_603,0.052279467
B_614,B_604,0.001874184
B_614,B_605,0.450209622
B_614,B_606,0.080087808
B_614,B_607,0.050961138
B_614,B_608,0.319596397
B_614,B_609,0.023489903
B_614,B_610,0.052311273
B_614,B_611,0.00107933
B_614,B_612,1.443567446
B_614,B_613,3.74028943
B_614,B_615,3.317943289
B_614,B_616,0.011708042
B_614,B_617,0.001347178
B_614,C_501,2.32603E-05
B_614,C_502,6.13742E-05
B_614,C_503,7.9167E-06
B_614,C_504,3.85284E-05
B_614,C_505,7.0333E-06
B_614,C_506,1.65708E-05
B_614,C_507,2.64135E-05
B_614,C_508,2.21305E-06
B_614,C_509,5.56836E-05
B_614,C_510,5.28587E-05
B_614,C_511,1.95808E-06
B_614,C_512,4.09844E-06
B_614,C_513,3.91648E-06
B_614,D_402,0.005115797
B_614,D_403,0.002059916
B_614,G_601,5.20617E-06
B_614,G_602,2.19408E-06
B_614,G_603,1.9239E-06
B_614,G_604,2.53263E-08
B_614,G_605,2.67336E-07
B_614,G_606,4.46079E-07
B_614,G_607,8.04058E-07
B_614,G_608,8.25753E-07
B_614,G_609,1.56807E-06
B_614,G_610,1.17007E-06
B_614,G_611,2.50172E-06
B_614,G_612,1.42286E-06
B_614,G_613,1.61191E-08
B_614,G_614,1.1607E-07
B_614,N_601,2.63763E-09
B_614,N_602,4.91619E-07
B_614,N_603,7.54877E-08
B_614,N_604,1.5802E-06
B_614,N_605,4.85455E-08
B_614,N_606,1.84416E-06
B_614,N_607,1.71318E-07
B_614,N_608,1.05673E-06
B_614,N_609,2.56402E-08
B_614,N_610,4.38252E-08
B_614,N_611,1.21594E-08
B_614,N_612,8.88011E-09
B_614,N_613,5.78543E-07
B_614,N_614,7.26845E-07
B_614,R_601,0.000378548
B_614,R_602,0.000556293
B_614,R_603,7.85243E-06
B_614,R_604,0.000306141
B_614,R_606,2.13816E-05
B_614,R_607,2.79763E-06
B_614,R_608,8.18559E-06
B_614,R_609,4.46669E-05
B_614,R_610,4.11015E-06
B_614,R_611,2.57047E-05
B_614,R_612,2.24925E-05
B_614,R_613,0.000321302
B_614,R_614,8.943E-06
B_614,R_616,0.003197128
B_614,S_601,1.37734E-07
B_614,S_602,2.3447E-08
B_614,S_603,8.6059E-07
B_614,S_604,6.36865E-07
B_614,S_606,1.22898E-08
B_614,S_607,1.44101E-09
B_614,S_608,1.20262E-08
B_614,S_609,1.92147E-07
B_614,S_610,7.4864E-10
B_614,S_611,7.1369E-08
B_614,S_612,2.7339E-11
B_614,S_613,2.81573E-06
B_614,S_614,2.05525E-06
B_614,Y_601,7.50881E-06
B_614,Y_602,7.95123E-07
B_614,Y_603,1.57116E-06
B_614,Y_604,5.38904E-06
B_614,Y_605,3.0804E-06
B_614,Y_606,4.0036E-06
B_614,Y_607,2.05862E-07
B_614,Y_608,4.97007E-06
B_614,Y_609,4.70976E-07
B_614,Y_610,1.81309E-07
B_614,Y_611,8.90411E-06
B_614,Y_612,6.44843E-06
B_614,Y_613,3.11749E-06
B_614,Y_614,3.69395E-07
B_614,5_601,9.77225E-07
B_614,5_602,1.56782E-06
B_614,5_603,1.9868E-06
B_614,5_604,1.6627E-08
B_614,5_605,1.12248E-06
B_614,5_606,1.63278E-06
B_614,5_607,9.8743E-07
B_614,5_608,3.70146E-06
B_614,5_609,3.8481E-06
B_614,5_610,2.13413E-06
B_614,5_611,1.36935E-06
B_614,5_612,1.66057E-06
B_614,5_613,3.5335E-10
B_614,5_614,4.78848E-07
B_614,6_601,1.93444E-07
B_614,6_602,9.34119E-09
B_614,6_603,1.42217E-07
B_614,6_604,3.72216E-07
B_614,6_605,6.15299E-09
B_614,6_606,4.18322E-07
B_614,6_607,1.11806E-07
B_614,6_608,3.23645E-07
B_614,6_609,1.12388E-07
B_614,6_610,1.38993E-08
B_614,6_611,2.95713E-08
B_614,6_612,3.44039E-09
B_614,6_613,5.31484E-07
B_614,6_614,3.64357E-07
B_614,7_601,1.34356E-06
B_614,7_602,1.83299E-06
B_614,7_603,1.20931E-06
B_614,7_604,5.59983E-07
B_614,7_605,5.45226E-07
B_614,7_606,4.32981E-08
B_614,7_607,4.06415E-07
B_614,7_608,3.97272E-07
B_614,7_609,1.26991E-06
B_614,7_610,2.50233E-06
B_614,7_611,3.98702E-06
B_614,7_612,1.6612E-06
B_614,7_613,1.10581E-06
B_614,7_614,5.03817E-06
B_614,8_601,3.24006E-08
B_614,8_602,4.93582E-06
B_614,8_603,3.0565E-06
B_614,8_604,4.73115E-06
B_614,8_606,8.26343E-08
B_614,8_607,3.43671E-10
B_614,8_608,9.69732E-11
B_614,8_609,1.46394E-07
B_614,8_610,2.41565E-06
B_614,8_611,1.33363E-06
B_614,8_612,6.71468E-07
B_614,a_405,2.39765E-05
B_614,a_406,0.000262266
B_614,a_407,4.11098E-05
B_614,a_410,6.02829E-05
B_614,b_602,4.15361E-05
B_614,b_603,0.000140607
B_614,b_604,1.2284E-05
B_614,b_605,0.000978215
B_614,b_606,0.000552093
B_614,b_607,0.000174606
B_614,b_608,0.000371363
B_614,b_609,6.27677E-05
B_614,b_610,0.000100348
B_614,b_611,1.09788E-05
B_614,b_612,0.000396114
B_614,b_613,0.001315271
B_614,b_614,0.001901705
B_614,b_615,0.002799746
B_614,b_616,0.000372954
B_614,b_617,0.000176737
B_614,c_501,2.31175E-05
B_614,c_502,1.23225E-06
B_614,c_503,4.14251E-05
B_614,c_504,2.72927E-05
B_614,c_505,0.000428282
B_614,c_506,3.88638E-05
B_614,c_507,7.775E-05
B_614,c_508,0.000156112
B_614,c_509,4.92829E-08
B_614,c_510,4.36077E-06
B_614,c_511,7.64374E-06
B_614,c_512,4.59886E-05
B_614,c_513,1.33974E-05
B_614,d_402,0.000304413
B_614,d_403,4.48893E-05
B_614,g_601,1.22199E-05
B_614,g_602,6.7502E-06
B_614,g_603,2.80619E-06
B_614,g_604,9.91678E-07
B_614,g_605,3.57421E-07
B_614,g_606,2.61041E-09
B_614,g_607,2.59432E-07
B_614,g_608,2.4203E-07
B_614,g_609,1.78942E-06
B_614,g_610,4.78561E-06
B_614,g_611,1.34889E-05
B_614,g_612,3.93792E-06
B_614,g_613,1.12726E-06
B_614,g_614,1.14371E-05
B_614,n_601,1.9734E-06
B_614,n_602,8.23373E-07
B_614,n_603,6.13313E-06
B_614,n_604,4.59024E-08
B_614,n_605,7.94751E-07
B_614,n_606,2.12755E-06
B_614,n_607,1.60015E-06
B_614,n_608,5.81553E-06
B_614,n_609,9.66193E-06
B_614,n_610,2.85514E-06
B_614,n_611,1.27052E-06
B_614,n_612,1.19412E-06
B_614,n_613,1.49629E-06
B_614,n_614,8.72323E-08
B_614,r_601,1.57878E-05
B_614,r_602,2.12912E-05
B_614,r_603,1.41989E-05
B_614,r_604,1.92315E-05
B_614,r_606,5.00691E-07
B_614,r_607,1.92812E-09
B_614,r_608,2.75792E-08
B_614,r_609,1.45093E-05
B_614,r_610,4.97239E-06
B_614,r_611,3.20165E-06
B_614,r_612,1.86248E-06
B_614,r_613,5.15549E-06
B_614,r_614,4.16049E-07
B_614,r_616,0.000108824
B_614,s_601,4.23267E-07
B_614,s_602,5.14052E-06
B_614,s_603,3.33725E-06
B_614,s_604,2.2797E-07
B_614,s_606,4.83256E-08
B_614,s_607,5.0101E-08
B_614,s_608,9.40401E-08
B_614,s_609,2.752E-06
B_614,s_610,3.72091E-06
B_614,s_611,1.48588E-05
B_614,s_612,6.71443E-06
B_614,s_613,1.22412E-07
B_614,s_614,1.44051E-06
B_614,y_601,3.79145E-06
B_614,y_602,2.46148E-05
B_614,y_603,1.85381E-05
B_614,y_604,2.18232E-06
B_614,y_605,1.95846E-06
B_614,y_606,4.8777E-05
B_614,y_607,1.78845E-05
B_614,y_608,7.95566E-05
B_614,y_609,3.27353E-05
B_614,y_610,6.72008E-05
B_614,y_611,2.91222E-05
B_614,y_612,5.12919E-05
B_614,y_613,8.10267E-06
B_614,y_614,2.08815E-05
B_615,1_601,4.61079E-06
B_615,1_602,6.53223E-06
B_615,1_603,5.91139E-06
B_615,1_604,3.73437E-06
B_615,1_605,1.50969E-05
B_615,1_606,3.25736E-05
B_615,1_607,1.1887E-05
B_615,1_608,3.95207E-05
B_615,1_609,1.84207E-05
B_615,1_610,6.2358E-06
B_615,1_611,7.01592E-06
B_615,1_612,1.30242E-05
B_615,1_613,1.83083E-07
B_615,1_614,3.7059E-07
B_615,2_601,2.26182E-09
B_615,2_602,1.56513E-06
B_615,2_603,4.40579E-08
B_615,2_604,1.28575E-06
B_615,2_605,2.91238E-07
B_615,2_606,6.68316E-07
B_615,2_607,4.15756E-08
B_615,2_608,1.77454E-07
B_615,2_609,3.01238E-08
B_615,2_610,4.11027E-08
B_615,2_611,1.9071E-07
B_615,2_612,5.11534E-07
B_615,2_613,3.43179E-06
B_615,2_614,1.92554E-06
B_615,3_601,2.11058E-05
B_615,3_602,8.10421E-06
B_615,3_603,1.08968E-05
B_615,3_604,1.15274E-06
B_615,3_605,5.27927E-07
B_615,3_606,7.53812E-07
B_615,3_607,1.62333E-06
B_615,3_608,2.8224E-06
B_615,3_609,6.27984E-06
B_615,3_610,1.35133E-05
B_615,3_611,3.52427E-05
B_615,3_612,6.50036E-06
B_615,3_613,2.34315E-07
B_615,3_614,3.47086E-05
B_615,4_601,2.99145E-07
B_615,4_602,3.04007E-05
B_615,4_603,4.29115E-05
B_615,4_604,6.53554E-06
B_615,4_606,8.28233E-09
B_615,4_607,6.08366E-07
B_615,4_608,6.64314E-07
B_615,4_609,2.68838E-06
B_615,4_610,1.32783E-05
B_615,4_611,9.96929E-06
B_615,4_612,1.16695E-05
B_615,A_405,3.7569E-05
B_615,A_406,0.001156178
B_615,A_407,0.000290864
B_615,A_410,0.000133344
B_615,B_602,0.001164822
B_615,B_603,0.002264384
B_615,B_604,0.00342216
B_615,B_605,0.053054177
B_615,B_606,0.029358881
B_615,B_607,0.010209887
B_615,B_608,0.010572065
B_615,B_609,0.007951097
B_615,B_610,0.009238436
B_615,B_611,0.022516981
B_615,B_612,1.610839427
B_615,B_613,5.747473064
B_615,B_614,3.317943289
B_615,B_616,0.078063158
B_615,B_617,0.123001114
B_615,C_501,4.17949E-05
B_615,C_502,6.30758E-06
B_615,C_503,2.9739E-06
B_615,C_504,4.52644E-05
B_615,C_505,0.0001003
B_615,C_506,7.41723E-08
B_615,C_507,6.58055E-05
B_615,C_508,0.000168835
B_615,C_509,2.01803E-05
B_615,C_510,1.53262E-05
B_615,C_511,2.90605E-05
B_615,C_512,1.62238E-05
B_615,C_513,1.85445E-05
B_615,D_402,0.002680485
B_615,D_403,3.89895E-05
B_615,G_601,7.62302E-06
B_615,G_602,2.18677E-06
B_615,G_603,1.97276E-06
B_615,G_604,1.44138E-06
B_615,G_605,5.76322E-07
B_615,G_606,2.41851E-06
B_615,G_607,2.68457E-06
B_615,G_608,2.65733E-06
B_615,G_609,2.34549E-06
B_615,G_610,5.46324E-07
B_615,G_611,1.72743E-06
B_615,G_612,2.14743E-06
B_615,G_613,1.28886E-07
B_615,G_614,1.48137E-06
B_615,N_601,1.21636E-06
B_615,N_602,3.50907E-06
B_615,N_603,5.51188E-06
B_615,N_604,4.05977E-06
B_615,N_605,1.56536E-07
B_615,N_606,1.74371E-06
B_615,N_607,2.02207E-07
B_615,N_608,6.78203E-08
B_615,N_609,5.61218E-06
B_615,N_610,3.84434E-06
B_615,N_611,1.57955E-06
B_615,N_612,4.53103E-07
B_615,N_613,3.01034E-08
B_615,N_614,2.14555E-06
B_615,R_601,0.000185471
B_615,R_602,0.000570332
B_615,R_603,0.000772434
B_615,R_604,0.000299028
B_615,R_606,6.35573E-06
B_615,R_607,4.96E-07
B_615,R_608,8.17082E-07
B_615,R_609,0.001092322
B_615,R_610,8.75572E-05
B_615,R_611,9.00713E-05
B_615,R_612,9.80884E-05
B_615,R_613,4.50401E-05
B_615,R_614,3.04763E-06
B_615,R_616,0.007117109
B_615,S_601,6.78223E-08
B_615,S_602,5.87088E-06
B_615,S_603,4.60571E-07
B_615,S_604,3.65757E-08
B_615,S_606,1.58366E-08
B_615,S_607,5.77514E-08
B_615,S_608,3.80697E-08
B_615,S_609,1.53773E-06
B_615,S_610,3.12186E-06
B_615,S_611,9.98615E-06
B_615,S_612,7.39145E-06
B_615,S_613,6.32521E-06
B_615,S_614,1.94475E-06
B_615,Y_601,6.86114E-06
B_615,Y_602,2.78323E-06
B_615,Y_603,8.39043E-08
B_615,Y_604,2.25057E-06
B_615,Y_605,2.02852E-05
B_615,Y_606,5.11031E-11
B_615,Y_607,3.3218E-06
B_615,Y_608,4.80096E-08
B_615,Y_609,1.75258E-06
B_615,Y_610,4.40835E-06
B_615,Y_611,7.29005E-07
B_615,Y_612,7.14338E-07
B_615,Y_613,2.00954E-05
B_615,Y_614,1.90063E-07
B_615,5_601,1.70444E-06
B_615,5_602,9.13663E-07
B_615,5_603,2.48503E-06
B_615,5_604,2.14617E-09
B_615,5_605,4.57281E-07
B_615,5_606,1.37615E-06
B_615,5_607,2.539E-08
B_615,5_608,5.36785E-06
B_615,5_609,3.22764E-06
B_615,5_610,3.22949E-06
B_615,5_611,1.91084E-06
B_615,5_612,1.46359E-06
B_615,5_613,7.28582E-07
B_615,5_614,2.11396E-07
B_615,6_601,2.64308E-09
B_615,6_602,1.97982E-07
B_615,6_603,8.19559E-08
B_615,6_604,7.6807E-07
B_615,6_605,1.41906E-08
B_615,6_606,5.73163E-07
B_615,6_607,1.71361E-07
B_615,6_608,1.99041E-07
B_615,6_609,1.87032E-08
B_615,6_610,1.34171E-07
B_615,6_611,4.45263E-08
B_615,6_612,3.89765E-09
B_615,6_613,1.47725E-07
B_615,6_614,7.72512E-07
B_615,7_601,4.86924E-06
B_615,7_602,3.86619E-06
B_615,7_603,1.36348E-06
B_615,7_604,5.28511E-08
B_615,7_605,8.08204E-07
B_615,7_606,8.53947E-07
B_615,7_607,1.43041E-06
B_615,7_608,1.47706E-06
B_615,7_609,1.77592E-06
B_615,7_610,2.21653E-06
B_615,7_611,6.77649E-06
B_615,7_612,4.46414E-06
B_615,7_613,9.45181E-07
B_615,7_614,1.13401E-06
B_615,8_601,8.58609E-08
B_615,8_602,3.37265E-06
B_615,8_603,8.11831E-06
B_615,8_604,3.09193E-06
B_615,8_606,2.91937E-08
B_615,8_607,4.18706E-09
B_615,8_608,2.94174E-08
B_615,8_609,2.91549E-07
B_615,8_610,5.20697E-06
B_615,8_611,1.78024E-06
B_615,8_612,4.76861E-07
B_615,a_405,0.000420197
B_615,a_406,0.001111599
B_615,a_407,0.000186969
B_615,a_410,0.000292677
B_615,b_602,6.74012E-05
B_615,b_603,5.67033E-05
B_615,b_604,1.13384E-05
B_615,b_605,0.000268469
B_615,b_606,3.37163E-05
B_615,b_607,8.39608E-05
B_615,b_608,5.27386E-05
B_615,b_609,6.52667E-05
B_615,b_610,5.96237E-05
B_615,b_611,0.000339024
B_615,b_612,3.8436E-05
B_615,b_613,0.002647514
B_615,b_614,0.00281429
B_615,b_615,0.016455849
B_615,b_616,0.00063987
B_615,b_617,1.67592E-06
B_615,c_501,7.28757E-05
B_615,c_502,7.66864E-05
B_615,c_503,4.68803E-07
B_615,c_504,4.10734E-05
B_615,c_505,4.53118E-05
B_615,c_506,3.63883E-05
B_615,c_507,0.000118013
B_615,c_508,2.80038E-05
B_615,c_509,6.36716E-05
B_615,c_510,7.22344E-05
B_615,c_511,3.25137E-05
B_615,c_512,9.98524E-07
B_615,c_513,1.77011E-05
B_615,d_402,0.000146101
B_615,d_403,6.50812E-05
B_615,g_601,3.83122E-05
B_615,g_602,5.1842E-06
B_615,g_603,1.56213E-05
B_615,g_604,4.66035E-07
B_615,g_605,1.80009E-07
B_615,g_606,2.66437E-06
B_615,g_607,2.58718E-06
B_615,g_608,3.26314E-06
B_615,g_609,6.99642E-06
B_615,g_610,5.75431E-06
B_615,g_611,1.04681E-05
B_615,g_612,3.33291E-06
B_615,g_613,6.60773E-06
B_615,g_614,9.10018E-09
B_615,n_601,6.21111E-07
B_615,n_602,8.03178E-06
B_615,n_603,1.61358E-06
B_615,n_604,3.64317E-06
B_615,n_605,3.21772E-06
B_615,n_606,7.95867E-07
B_615,n_607,1.85672E-06
B_615,n_608,1.50345E-09
B_615,n_609,4.33541E-06
B_615,n_610,7.59578E-07
B_615,n_611,1.30238E-06
B_615,n_612,1.8605E-06
B_615,n_613,4.62015E-06
B_615,n_614,3.41347E-06
B_615,r_601,1.82895E-05
B_615,r_602,3.52539E-05
B_615,r_603,7.69589E-05
B_615,r_604,3.50475E-05
B_615,r_606,7.1351E-07
B_615,r_607,2.35838E-07
B_615,r_608,4.50146E-08
B_615,r_609,6.20056E-05
B_615,r_610,3.12134E-05
B_615,r_611,1.04778E-05
B_615,r_612,2.9332E-06
B_615,r_613,5.12851E-07
B_615,r_614,4.15897E-07
B_615,r_616,0.000145787
B_615,s_601,5.15137E-09
B_615,s_602,1.76293E-07
B_615,s_603,3.32678E-07
B_615,s_604,3.68742E-06
B_615,s_606,1.75865E-08
B_615,s_607,3.03221E-13
B_615,s_608,1.26265E-09
B_615,s_609,4.1564E-07
B_615,s_610,3.0448E-06
B_615,s_611,1.82368E-06
B_615,s_612,1.77467E-07
B_615,s_613,1.92459E-06
B_615,s_614,1.52011E-05
B_615,y_601,2.74925E-05
B_615,y_602,3.96517E-06
B_615,y_603,9.36786E-07
B_615,y_604,0.000121051
B_615,y_605,4.69341E-05
B_615,y_606,5.76162E-05
B_615,y_607,2.67783E-06
B_615,y_608,5.29164E-05
B_615,y_609,8.25589E-08
B_615,y_610,4.1235E-06
B_615,y_611,3.77891E-05
B_615,y_612,8.71478E-05
B_615,y_613,2.20547E-05
B_615,y_614,5.06265E-06
B_616,1_601,2.23242E-05
B_616,1_602,2.57288E-05
B_616,1_603,3.93083E-05
B_616,1_604,4.51592E-06
B_616,1_605,2.67488E-06
B_616,1_606,0.00012905
B_616,1_607,1.9548E-05
B_616,1_608,0.000265869
B_616,1_609,0.000106939
B_616,1_610,5.49703E-05
B_616,1_611,3.32922E-05
B_616,1_612,5.33052E-05
B_616,1_613,4.91542E-06
B_616,1_614,2.59434E-06
B_616,2_601,5.89457E-07
B_616,2_602,6.72786E-06
B_616,2_603,3.04452E-07
B_616,2_604,6.20779E-06
B_616,2_605,1.83925E-07
B_616,2_606,3.86938E-06
B_616,2_607,1.1773E-07
B_616,2_608,8.47934E-07
B_616,2_609,4.09754E-07
B_616,2_610,8.48662E-07
B_616,2_611,1.36176E-06
B_616,2_612,1.30313E-06
B_616,2_613,5.91471E-06
B_616,2_614,7.66436E-06
B_616,3_601,0.000185929
B_616,3_602,5.58805E-05
B_616,3_603,4.02653E-05
B_616,3_604,2.10918E-07
B_616,3_605,2.56337E-06
B_616,3_606,9.1217E-06
B_616,3_607,1.35715E-05
B_616,3_608,1.68732E-05
B_616,3_609,2.47526E-05
B_616,3_610,4.37732E-05
B_616,3_611,0.000229654
B_616,3_612,5.52243E-05
B_616,3_613,3.08281E-06
B_616,3_614,7.31033E-05
B_616,4_601,5.54153E-07
B_616,4_602,2.78786E-05
B_616,4_603,0.000120666
B_616,4_604,4.14528E-06
B_616,4_606,7.01577E-07
B_616,4_607,1.23869E-06
B_616,4_608,5.68334E-06
B_616,4_609,1.067E-05
B_616,4_610,4.97504E-05
B_616,4_611,1.84807E-05
B_616,4_612,2.32741E-05
B_616,A_405,0.000308486
B_616,A_406,7.63445E-05
B_616,A_407,8.56887E-05
B_616,A_410,1.55816E-05
B_616,B_602,0.002346741
B_616,B_603,0.01229465
B_616,B_604,0.004005513
B_616,B_605,0.003100491
B_616,B_606,0.137538641
B_616,B_607,0.000335062
B_616,B_608,0.002095415
B_616,B_609,0.010132585
B_616,B_610,0.002776028
B_616,B_611,1.146052482
B_616,B_612,0.16790358
B_616,B_613,1.375449394
B_616,B_614,0.011708042
B_616,B_615,0.078063158
B_616,B_617,0.33362732
B_616,C_501,1.47852E-05
B_616,C_502,2.02725E-06
B_616,C_503,1.82212E-05
B_616,C_504,1.73091E-05
B_616,C_505,8.06014E-05
B_616,C_506,5.2461E-06
B_616,C_507,2.49063E-05
B_616,C_508,0.000130041
B_616,C_509,1.69244E-07
B_616,C_510,8.8899E-08
B_616,C_511,2.12834E-05
B_616,C_512,2.35998E-05
B_616,C_513,1.1412E-05
B_616,D_402,3.88263E-06
B_616,D_403,0.0008378
B_616,G_601,2.78022E-06
B_616,G_602,3.95761E-07
B_616,G_603,1.07117E-06
B_616,G_604,7.62266E-07
B_616,G_605,1.20376E-07
B_616,G_606,1.20889E-06
B_616,G_607,9.34967E-07
B_616,G_608,1.18306E-06
B_616,G_609,9.57319E-07
B_616,G_610,2.13489E-07
B_616,G_611,4.85599E-07
B_616,G_612,5.6342E-07
B_616,G_613,5.86528E-07
B_616,G_614,7.26648E-07
B_616,N_601,1.0798E-06
B_616,N_602,2.58351E-06
B_616,N_603,3.38807E-06
B_616,N_604,1.30332E-06
B_616,N_605,2.48998E-07
B_616,N_606,3.53334E-08
B_616,N_607,1.91486E-07
B_616,N_608,8.65884E-07
B_616,N_609,4.80387E-06
B_616,N_610,2.58577E-06
B_616,N_611,1.39046E-06
B_616,N_612,8.79104E-07
B_616,N_613,5.40131E-08
B_616,N_614,1.08236E-06
B_616,R_601,0.001177786
B_616,R_602,0.011097225
B_616,R_603,0.08092215
B_616,R_604,0.007898274
B_616,R_606,0.000497472
B_616,R_607,0.000222444
B_616,R_608,1.37713E-07
B_616,R_609,0.080836252
B_616,R_610,0.002777114
B_616,R_611,0.001212966
B_616,R_612,0.000994255
B_616,R_613,4.59459E-05
B_616,R_614,1.66458E-05
B_616,R_616,2.113401279
B_616,S_601,2.30598E-07
B_616,S_602,5.44569E-06
B_616,S_603,1.90488E-06
B_616,S_604,4.97581E-08
B_616,S_606,1.7693E-08
B_616,S_607,4.9654E-08
B_616,S_608,5.07745E-08
B_616,S_609,2.33478E-06
B_616,S_610,3.67249E-06
B_616,S_611,1.03888E-05
B_616,S_612,5.48561E-06
B_616,S_613,1.76793E-06
B_616,S_614,2.09698E-06
B_616,Y_601,1.03109E-06
B_616,Y_602,2.17525E-06
B_616,Y_603,2.48532E-07
B_616,Y_604,2.81799E-06
B_616,Y_605,5.73964E-06
B_616,Y_606,5.49039E-08
B_616,Y_607,9.9278E-07
B_616,Y_608,1.82244E-08
B_616,Y_609,1.59999E-06
B_616,Y_610,4.63316E-06
B_616,Y_611,4.21879E-07
B_616,Y_612,8.43365E-07
B_616,Y_613,8.17726E-06
B_616,Y_614,2.99489E-06
B_616,5_601,8.28664E-07
B_616,5_602,4.35428E-07
B_616,5_603,8.4948E-07
B_616,5_604,1.81848E-07
B_616,5_605,4.06052E-10
B_616,5_606,1.29766E-06
B_616,5_607,1.82291E-07
B_616,5_608,2.59317E-06
B_616,5_609,1.25708E-06
B_616,5_610,9.969E-07
B_616,5_611,9.25204E-07
B_616,5_612,8.8196E-07
B_616,5_613,2.95043E-07
B_616,5_614,2.72117E-08
B_616,6_601,6.72501E-09
B_616,6_602,1.89217E-07
B_616,6_603,3.84975E-08
B_616,6_604,3.57194E-07
